1,15414970589398640242,15414970589398640242,136438178206300,136438178206306,136439178055300,0,0,101,0,0,1,0,0
2,15414970589398640243,15414970589398640242,136438178207800,136438178207806,136439178055300,0,0,102,1,1,2,0,0
