# colibri-trace,v1
ns,forward,thread,kind,layer,eid,generation,resource
7019166130200,12,0,msa_scan_begin,1,-1,0,4
7019166132600,12,0,msa_scan_end,1,-1,0,4
7019166132600,12,0,msa_select_begin,1,-1,0,4
7019166132800,12,0,msa_select_end,1,-1,0,4
7019166227200,12,0,route_ready,1,1,0,0
7019166227200,12,0,route_ready,1,0,0,0
7019166227800,12,0,weight_lru,1,1,0,0
7019166227900,12,0,weight_lru,1,0,0,1
7019166228100,12,0,compute_start,1,1,0,0
7019166321500,12,0,compute_end,1,1,0,0
7019166321700,12,0,compute_start,1,0,0,1
7019166410200,12,0,compute_end,1,0,0,1
7019166503700,12,0,forward_end,1,-1,0,1
7019166534200,13,0,forward_begin,0,-1,0,1
7019167002700,13,0,msa_scan_begin,1,-1,0,4
7019167003100,13,0,msa_scan_end,1,-1,0,4
7019167003200,13,0,msa_select_begin,1,-1,0,4
7019167003400,13,0,msa_select_end,1,-1,0,4
7019167103900,13,0,route_ready,1,1,0,0
7019167103900,13,0,route_ready,1,0,0,0
7019167104400,13,0,weight_lru,1,1,0,0
7019167104500,13,0,weight_lru,1,0,0,1
7019167104600,13,0,compute_start,1,1,0,0
7019167197800,13,0,compute_end,1,1,0,0
7019167198100,13,0,compute_start,1,0,0,1
7019167293700,13,0,compute_end,1,0,0,1
7019167391600,13,0,forward_end,1,-1,0,1
7019167423500,14,0,forward_begin,0,-1,0,1
7019167850500,14,0,msa_scan_begin,1,-1,0,4
7019167850800,14,0,msa_scan_end,1,-1,0,4
7019167850900,14,0,msa_select_begin,1,-1,0,4
7019167851200,14,0,msa_select_end,1,-1,0,4
7019167946500,14,0,route_ready,1,1,0,0
7019167946600,14,0,route_ready,1,0,0,0
7019167947000,14,0,weight_lru,1,1,0,0
7019167947100,14,0,weight_lru,1,0,0,1
7019167947200,14,0,compute_start,1,1,0,0
7019168042400,14,0,compute_end,1,1,0,0
7019168042600,14,0,compute_start,1,0,0,1
7019168137600,14,0,compute_end,1,0,0,1
7019168231800,14,0,forward_end,1,-1,0,1
7019168262400,15,0,forward_begin,0,-1,0,1
7019168677000,15,0,msa_scan_begin,1,-1,0,5
7019168677400,15,0,msa_scan_end,1,-1,0,5
7019168677400,15,0,msa_select_begin,1,-1,0,5
7019168677700,15,0,msa_select_end,1,-1,0,5
7019168782200,15,0,route_ready,1,0,0,0
7019168782200,15,0,route_ready,1,1,0,0
7019168782700,15,0,weight_lru,1,0,0,0
7019168782800,15,0,weight_lru,1,1,0,1
7019168782900,15,0,compute_start,1,0,0,0
7019168883000,15,0,compute_end,1,0,0,0
7019168883200,15,0,compute_start,1,1,0,1
7019168982700,15,0,compute_end,1,1,0,1
7019169083300,15,0,forward_end,1,-1,0,1
7019169113100,16,0,forward_begin,0,-1,0,1
7019169534000,16,0,msa_scan_begin,1,-1,0,5
7019169534300,16,0,msa_scan_end,1,-1,0,5
